Wavenumber [cm-1],Raman Intensity
2569.1,2695.79
2570.65,2685.59
2572.2,2675.87
2573.76,2665.11
2575.31,2654
2576.86,2641.22
2578.41,2631.54
2579.96,2618.64
2581.51,2606.72
2583.05,2595.47
2584.6,2582.86
2586.15,2570.68
2587.69,2559.1
2589.24,2546.58
2590.78,2535.67
2592.33,2523.92
2593.87,2512.3
2595.41,2503.18
2596.95,2492.59
2598.49,2481.76
2600.03,2470.84
2601.57,2460.17
2603.11,2450.51
2604.65,2439.83
2606.19,2430.52
2607.72,2420.55
2609.26,2410.09
2610.8,2400.14
2612.33,2390.02
2613.86,2377.8
2615.4,2367.88
2616.93,2358.44
2618.46,2347.34
2619.99,2336.29
2621.52,2323.72
2623.05,2313.02
2624.58,2302.75
2626.11,2291.73
2627.64,2280.82
2629.17,2269.77
2630.69,2258.48
2632.22,2247.76
2633.74,2236.93
2635.27,2226.35
2636.79,2216.34
2638.32,2206.47
2639.84,2198.09
2641.36,2186.73
2642.88,2177.67
2644.4,2167.85
2645.92,2158.11
2647.44,2149.21
2648.96,2138.64
2650.47,2129.26
2651.99,2120.58
2653.51,2111.44
2655.02,2103.58
2656.54,2095.15
2658.05,2084.41
2659.57,2076.11
2661.08,2066.61
2662.59,2056.78
2664.1,2046.53
2665.61,2035.59
2667.12,2026.04
2668.63,2015.99
2670.14,2006.89
2671.65,1997.07
2673.16,1987.43
2674.66,1977.75
2676.17,1969.69
2677.67,1960.27
2679.18,1950.98
2680.68,1942.51
2682.18,1934.97
2683.69,1928.28
2685.19,1918.72
2686.69,1909.33
2688.19,1901.78
2689.69,1894.22
2691.19,1886.98
2692.69,1878.99
2694.19,1870.71
2695.68,1862.72
2697.18,1854.69
2698.68,1845.65
2700.17,1838.09
2701.66,1830.39
2703.16,1822.53
2704.65,1814.05
2706.14,1804.98
2707.64,1796.57
2709.13,1787.76
2710.62,1779.78
2712.11,1770.67
2713.59,1761.29
2715.08,1752.54
2716.57,1743.02
2718.06,1735.25
2719.54,1727.5
2721.03,1718.02
2722.51,1709.03
2724,1701.44
2725.48,1693.93
2726.96,1687.19
2728.45,1679.94
2729.93,1671.46
2731.41,1663.61
2732.89,1655.94
2734.37,1649.21
2735.85,1640.97
2737.33,1633.46
2738.8,1626.2
2740.28,1618.15
2741.76,1610.64
2743.23,1602.02
2744.71,1593.27
2746.18,1585.61
2747.65,1577.76
2749.13,1568.74
2750.6,1559.45
2752.07,1551.52
2753.54,1544.12
2755.01,1536.98
2756.48,1528.75
2757.95,1519.42
2759.42,1512.11
2760.88,1504.14
2762.35,1495.53
2763.82,1487.84
2765.28,1480.2
2766.75,1473.82
2768.21,1465.77
2769.67,1459.43
2771.14,1453.34
2772.6,1447.4
2774.06,1441.35
2775.52,1434.85
2776.98,1427.12
2778.44,1420.29
2779.9,1414.28
2781.35,1407.51
2782.81,1403.26
2784.27,1396.89
2785.72,1390.4
2787.18,1383.7
2788.63,1376.45
2790.09,1370.79
2791.54,1364.54
2792.99,1358.73
2794.45,1352.21
2795.9,1346.28
2797.35,1340.71
2798.8,1335.06
2800.25,1329.63
2801.69,1324.16
2803.14,1319.17
2804.59,1314.66
2806.04,1311.85
2807.48,1308.49
2808.93,1306.21
2810.37,1303.44
2811.81,1299.48
2813.26,1296.18
2814.7,1293.42
2816.14,1291.84
2817.58,1292.12
2819.02,1292.17
2820.46,1291.25
2821.9,1290.48
2823.34,1290.89
2824.78,1291.44
2826.22,1289.95
2827.65,1289.38
2829.09,1288.82
2830.52,1288.1
2831.96,1287.41
2833.39,1286.01
2834.82,1284.75
2836.26,1286.15
2837.69,1285.02
2839.12,1283.24
2840.55,1282.8
2841.98,1280.59
2843.41,1279.42
2844.84,1278.65
2846.27,1277.55
2847.69,1277.62
2849.12,1276.66
2850.55,1275.31
2851.97,1274.37
2853.39,1273.23
2854.82,1272.22
2856.24,1270.21
2857.66,1268.08
2859.09,1267.15
2860.51,1266.45
2861.93,1265.13
2863.35,1264.07
2864.77,1261.69
2866.19,1259.72
2867.6,1256.05
2869.02,1253.39
2870.44,1250.8
2871.85,1248.05
2873.27,1242
2874.68,1238.32
2876.1,1232.84
2877.51,1228.31
2878.92,1224.02
2880.33,1220.06
2881.74,1214.32
2883.16,1208.18
2884.57,1203.45
2885.97,1198.93
2887.38,1193.26
2888.79,1187.59
2890.2,1183.16
2891.6,1178.09
2893.01,1172.14
2894.42,1166.57
2895.82,1161.46
2897.22,1156.59
2898.63,1151.53
2900.03,1145.82
